action,sample,imgPath,vidPath,dataset,response,one_person,face_visible,gender,age,race
ALS_IceBucket_Challenge,10,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_010.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_010.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,adult,white
ALS_IceBucket_Challenge,11,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_011.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_011.mp4,default,1. Number of People: yes / no (Select: yes) 2. Face Visibility: visible / not visible (Select: visible) 3. Gender: male / female / other (Select: male) 4. Age Group: teenager / adult / middle-aged / senior (Select: teenager) 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino (Select: White),yes,visible,male,teenager,white
ALS_IceBucket_Challenge,12,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_012.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_012.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
ALS_IceBucket_Challenge,13,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_013.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_013.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
ALS_IceBucket_Challenge,14,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_014.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_014.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
ALS_IceBucket_Challenge,15,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_015.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_015.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,male,teenager,white
ALS_IceBucket_Challenge,16,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_016.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_016.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
ALS_IceBucket_Challenge,17,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_017.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_017.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
ALS_IceBucket_Challenge,18,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_018.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_018.mp4,default,1. yes 2. not visible 3. female 4. adult 5. White,yes,not visible,female,adult,white
ALS_IceBucket_Challenge,19,/images/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_019.png,/video/ALS_IceBucket_Challenge/ALS_IceBucket_Challenge_019.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
CPR,0,/images/CPR/CPR_000.png,/video/CPR/CPR_000.mp4,default,1. yes 2. not visible 3. female 4. adult 5. East Asian,yes,not visible,female,adult,east asian
CPR,1,/images/CPR/CPR_001.png,/video/CPR/CPR_001.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
CPR,2,/images/CPR/CPR_002.png,/video/CPR/CPR_002.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
CPR,3,/images/CPR/CPR_003.png,/video/CPR/CPR_003.mp4,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Male (Options: male / female / other) 4. Age Group: Teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,male,teenager,white
CPR,4,/images/CPR/CPR_004.png,/video/CPR/CPR_004.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,indian
CPR,5,/images/CPR/CPR_005.png,/video/CPR/CPR_005.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,6,/images/CPR/CPR_006.png,/video/CPR/CPR_006.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
CPR,7,/images/CPR/CPR_007.png,/video/CPR/CPR_007.mp4,default,1. yes 2. visible 3. female 4. middle-aged 5. White,yes,visible,female,middle-aged,white
CPR,8,/images/CPR/CPR_008.png,/video/CPR/CPR_008.mp4,default,1. Number of People: yes / no (Answer: yes) 2. Face Visibility: visible / not visible (Answer: visible) 3. Gender: female / other (Answer: female) 4. Age Group: adult / middle-aged / senior (Answer: middle-aged) 5. Race/Ethnicity: East Asian / Southeast Asian (Answer: Southeast Asian),yes,visible,female,middle-aged,southeast asian
CPR,9,/images/CPR/CPR_009.png,/video/CPR/CPR_009.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,10,/images/CPR/CPR_010.png,/video/CPR/CPR_010.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
CPR,11,/images/CPR/CPR_011.png,/video/CPR/CPR_011.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,12,/images/CPR/CPR_012.png,/video/CPR/CPR_012.mp4,default,1. yes 2. not visible 3. female 4. adult 5. White,yes,not visible,female,adult,white
CPR,13,/images/CPR/CPR_013.png,/video/CPR/CPR_013.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,indian
CPR,14,/images/CPR/CPR_014.png,/video/CPR/CPR_014.mp4,default,1. yes 2. visible 3. male 4. adult 5. Southeast Asian,yes,visible,male,adult,southeast asian
CPR,15,/images/CPR/CPR_015.png,/video/CPR/CPR_015.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
CPR,16,/images/CPR/CPR_016.png,/video/CPR/CPR_016.mp4,default,1. yes 2. visible 3. male 4. middle-aged 5. Indian,yes,visible,male,middle-aged,indian
CPR,17,/images/CPR/CPR_017.png,/video/CPR/CPR_017.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,18,/images/CPR/CPR_018.png,/video/CPR/CPR_018.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,male,adult,white
CPR,19,/images/CPR/CPR_019.png,/video/CPR/CPR_019.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
abseiling,0,/images/abseiling/abseiling_000.png,/video/abseiling/abseiling_000.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
abseiling,1,/images/abseiling/abseiling_001.png,/video/abseiling/abseiling_001.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
abseiling,2,/images/abseiling/abseiling_002.png,/video/abseiling/abseiling_002.mp4,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,white
abseiling,3,/images/abseiling/abseiling_003.png,/video/abseiling/abseiling_003.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,teenager,white
abseiling,4,/images/abseiling/abseiling_004.png,/video/abseiling/abseiling_004.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,5,/images/abseiling/abseiling_005.png,/video/abseiling/abseiling_005.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,indian
abseiling,6,/images/abseiling/abseiling_006.png,/video/abseiling/abseiling_006.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,7,/images/abseiling/abseiling_007.png,/video/abseiling/abseiling_007.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
abseiling,8,/images/abseiling/abseiling_008.png,/video/abseiling/abseiling_008.mp4,default,1. yes 2. visible 3. male 4. child 5. White,yes,visible,male,child,white
abseiling,9,/images/abseiling/abseiling_009.png,/video/abseiling/abseiling_009.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
abseiling,10,/images/abseiling/abseiling_010.png,/video/abseiling/abseiling_010.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,11,/images/abseiling/abseiling_011.png,/video/abseiling/abseiling_011.mp4,default,1. yes 2. not visible 3. male 4. adult 5. White,yes,not visible,male,adult,white
abseiling,12,/images/abseiling/abseiling_012.png,/video/abseiling/abseiling_012.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,13,/images/abseiling/abseiling_013.png,/video/abseiling/abseiling_013.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
abseiling,14,/images/abseiling/abseiling_014.png,/video/abseiling/abseiling_014.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,indian
abseiling,15,/images/abseiling/abseiling_015.png,/video/abseiling/abseiling_015.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,16,/images/abseiling/abseiling_016.png,/video/abseiling/abseiling_016.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
abseiling,17,/images/abseiling/abseiling_017.png,/video/abseiling/abseiling_017.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,teenager,white
abseiling,18,/images/abseiling/abseiling_018.png,/video/abseiling/abseiling_018.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,teenager,white
abseiling,19,/images/abseiling/abseiling_019.png,/video/abseiling/abseiling_019.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,0,/images/add_new_car_tire/add_new_car_tire_000.png,/video/add_new_car_tire/add_new_car_tire_000.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,1,/images/add_new_car_tire/add_new_car_tire_001.png,/video/add_new_car_tire/add_new_car_tire_001.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
add_new_car_tire,2,/images/add_new_car_tire/add_new_car_tire_002.png,/video/add_new_car_tire/add_new_car_tire_002.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
add_new_car_tire,3,/images/add_new_car_tire/add_new_car_tire_003.png,/video/add_new_car_tire/add_new_car_tire_003.mp4,default,1. yes 2. visible 3. male 4. teenager 5. Indian,yes,visible,male,teenager,indian
add_new_car_tire,4,/images/add_new_car_tire/add_new_car_tire_004.png,/video/add_new_car_tire/add_new_car_tire_004.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,5,/images/add_new_car_tire/add_new_car_tire_005.png,/video/add_new_car_tire/add_new_car_tire_005.mp4,default,1. yes 2. visible 3. male 4. adult 5. Latino,yes,visible,male,adult,latino
add_new_car_tire,6,/images/add_new_car_tire/add_new_car_tire_006.png,/video/add_new_car_tire/add_new_car_tire_006.mp4,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
add_new_car_tire,7,/images/add_new_car_tire/add_new_car_tire_007.png,/video/add_new_car_tire/add_new_car_tire_007.mp4,default,1. yes 2. not visible 3. male 4. adult 5. Middle Eastern,yes,not visible,male,adult,middle eastern
add_new_car_tire,8,/images/add_new_car_tire/add_new_car_tire_008.png,/video/add_new_car_tire/add_new_car_tire_008.mp4,default,1. yes / no 2. visible / not visible 3. male / female / other 4. adult / middle-aged / senior 5. White / Southeast Asian / Middle Eastern,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,9,/images/add_new_car_tire/add_new_car_tire_009.png,/video/add_new_car_tire/add_new_car_tire_009.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,10,/images/add_new_car_tire/add_new_car_tire_010.png,/video/add_new_car_tire/add_new_car_tire_010.mp4,default,1. Number of People: yes / no (Answer: yes) 2. Face Visibility: visible / not visible (Answer: visible) 3. Gender: male / female / other (Answer: male) 4. Age Group: adult / middle-aged / senior (Answer: middle-aged) 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino (Answer: White),yes,visible,male,middle-aged,white
add_new_car_tire,11,/images/add_new_car_tire/add_new_car_tire_011.png,/video/add_new_car_tire/add_new_car_tire_011.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,12,/images/add_new_car_tire/add_new_car_tire_012.png,/video/add_new_car_tire/add_new_car_tire_012.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,13,/images/add_new_car_tire/add_new_car_tire_013.png,/video/add_new_car_tire/add_new_car_tire_013.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,14,/images/add_new_car_tire/add_new_car_tire_014.png,/video/add_new_car_tire/add_new_car_tire_014.mp4,default,1. Yes / No: Yes / No 2. Visible / Not Visible: Visible / Not Visible 3. Male / Female / Other: Male / Female / Other 4. Age Group: Adult / Middle-aged / Senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,15,/images/add_new_car_tire/add_new_car_tire_015.png,/video/add_new_car_tire/add_new_car_tire_015.mp4,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
