action,sample,imgPath,vidPath,dataset,response,one_person,face_visible,gender,age,race
ALS_IceBucket_Challenge,11,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_011.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_011.jpg,default,1. Number of People: yes / no (Select: yes) 2. Face Visibility: visible / not visible (Select: visible) 3. Gender: male / female / other (Select: male) 4. Age Group: teenager / adult / middle-aged / senior (Select: teenager) 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino (Select: White),yes,visible,male,teenager,white
ALS_IceBucket_Challenge,12,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_012.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_012.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
ALS_IceBucket_Challenge,13,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_013.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_013.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
ALS_IceBucket_Challenge,14,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_014.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_014.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
ALS_IceBucket_Challenge,15,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_015.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_015.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,male,teenager,white
ALS_IceBucket_Challenge,16,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_016.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_016.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
ALS_IceBucket_Challenge,17,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_017.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_017.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
ALS_IceBucket_Challenge,18,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_018.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_018.jpg,default,1. yes 2. not visible 3. female 4. adult 5. White,yes,not visible,female,adult,white
ALS_IceBucket_Challenge,19,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_019.jpg,video\ALS_IceBucket_Challenge\ALS_IceBucket_Challenge_019.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
CPR,0,video\CPR\CPR_000.jpg,video\CPR\CPR_000.jpg,default,1. yes 2. not visible 3. female 4. adult 5. East Asian,yes,not visible,female,adult,east asian
CPR,1,video\CPR\CPR_001.jpg,video\CPR\CPR_001.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
CPR,2,video\CPR\CPR_002.jpg,video\CPR\CPR_002.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
CPR,3,video\CPR\CPR_003.jpg,video\CPR\CPR_003.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Male (Options: male / female / other) 4. Age Group: Teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,male,teenager,white
CPR,4,video\CPR\CPR_004.jpg,video\CPR\CPR_004.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,indian
CPR,5,video\CPR\CPR_005.jpg,video\CPR\CPR_005.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,6,video\CPR\CPR_006.jpg,video\CPR\CPR_006.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
CPR,7,video\CPR\CPR_007.jpg,video\CPR\CPR_007.jpg,default,1. yes 2. visible 3. female 4. middle-aged 5. White,yes,visible,female,middle-aged,white
CPR,8,video\CPR\CPR_008.jpg,video\CPR\CPR_008.jpg,default,1. Number of People: yes / no (Answer: yes) 2. Face Visibility: visible / not visible (Answer: visible) 3. Gender: female / other (Answer: female) 4. Age Group: adult / middle-aged / senior (Answer: middle-aged) 5. Race/Ethnicity: East Asian / Southeast Asian (Answer: Southeast Asian),yes,visible,female,middle-aged,southeast asian
CPR,9,video\CPR\CPR_009.jpg,video\CPR\CPR_009.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,10,video\CPR\CPR_010.jpg,video\CPR\CPR_010.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
CPR,11,video\CPR\CPR_011.jpg,video\CPR\CPR_011.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,12,video\CPR\CPR_012.jpg,video\CPR\CPR_012.jpg,default,1. yes 2. not visible 3. female 4. adult 5. White,yes,not visible,female,adult,white
CPR,13,video\CPR\CPR_013.jpg,video\CPR\CPR_013.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,indian
CPR,14,video\CPR\CPR_014.jpg,video\CPR\CPR_014.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast Asian,yes,visible,male,adult,southeast asian
CPR,15,video\CPR\CPR_015.jpg,video\CPR\CPR_015.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
CPR,16,video\CPR\CPR_016.jpg,video\CPR\CPR_016.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Indian,yes,visible,male,middle-aged,indian
CPR,17,video\CPR\CPR_017.jpg,video\CPR\CPR_017.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
CPR,18,video\CPR\CPR_018.jpg,video\CPR\CPR_018.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,male,adult,white
CPR,19,video\CPR\CPR_019.jpg,video\CPR\CPR_019.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
abseiling,0,video\abseiling\abseiling_000.jpg,video\abseiling\abseiling_000.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
abseiling,1,video\abseiling\abseiling_001.jpg,video\abseiling\abseiling_001.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
abseiling,2,video\abseiling\abseiling_002.jpg,video\abseiling\abseiling_002.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,white
abseiling,3,video\abseiling\abseiling_003.jpg,video\abseiling\abseiling_003.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,teenager,white
abseiling,4,video\abseiling\abseiling_004.jpg,video\abseiling\abseiling_004.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,5,video\abseiling\abseiling_005.jpg,video\abseiling\abseiling_005.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,indian
abseiling,6,video\abseiling\abseiling_006.jpg,video\abseiling\abseiling_006.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,7,video\abseiling\abseiling_007.jpg,video\abseiling\abseiling_007.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
abseiling,8,video\abseiling\abseiling_008.jpg,video\abseiling\abseiling_008.jpg,default,1. yes 2. visible 3. male 4. child 5. White,yes,visible,male,child,white
abseiling,9,video\abseiling\abseiling_009.jpg,video\abseiling\abseiling_009.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
abseiling,10,video\abseiling\abseiling_010.jpg,video\abseiling\abseiling_010.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,11,video\abseiling\abseiling_011.jpg,video\abseiling\abseiling_011.jpg,default,1. yes 2. not visible 3. male 4. adult 5. White,yes,not visible,male,adult,white
abseiling,12,video\abseiling\abseiling_012.jpg,video\abseiling\abseiling_012.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,13,video\abseiling\abseiling_013.jpg,video\abseiling\abseiling_013.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
abseiling,14,video\abseiling\abseiling_014.jpg,video\abseiling\abseiling_014.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,indian
abseiling,15,video\abseiling\abseiling_015.jpg,video\abseiling\abseiling_015.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
abseiling,16,video\abseiling\abseiling_016.jpg,video\abseiling\abseiling_016.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
abseiling,17,video\abseiling\abseiling_017.jpg,video\abseiling\abseiling_017.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,teenager,white
abseiling,18,video\abseiling\abseiling_018.jpg,video\abseiling\abseiling_018.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,teenager,white
abseiling,19,video\abseiling\abseiling_019.jpg,video\abseiling\abseiling_019.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,0,video\add_new_car_tire\add_new_car_tire_000.jpg,video\add_new_car_tire\add_new_car_tire_000.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,1,video\add_new_car_tire\add_new_car_tire_001.jpg,video\add_new_car_tire\add_new_car_tire_001.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
add_new_car_tire,2,video\add_new_car_tire\add_new_car_tire_002.jpg,video\add_new_car_tire\add_new_car_tire_002.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
add_new_car_tire,3,video\add_new_car_tire\add_new_car_tire_003.jpg,video\add_new_car_tire\add_new_car_tire_003.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Indian,yes,visible,male,teenager,indian
add_new_car_tire,4,video\add_new_car_tire\add_new_car_tire_004.jpg,video\add_new_car_tire\add_new_car_tire_004.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,5,video\add_new_car_tire\add_new_car_tire_005.jpg,video\add_new_car_tire\add_new_car_tire_005.jpg,default,1. yes 2. visible 3. male 4. adult 5. Latino,yes,visible,male,adult,latino
add_new_car_tire,6,video\add_new_car_tire\add_new_car_tire_006.jpg,video\add_new_car_tire\add_new_car_tire_006.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
add_new_car_tire,7,video\add_new_car_tire\add_new_car_tire_007.jpg,video\add_new_car_tire\add_new_car_tire_007.jpg,default,1. yes 2. not visible 3. male 4. adult 5. Middle Eastern,yes,not visible,male,adult,middle eastern
add_new_car_tire,8,video\add_new_car_tire\add_new_car_tire_008.jpg,video\add_new_car_tire\add_new_car_tire_008.jpg,default,1. yes / no 2. visible / not visible 3. male / female / other 4. adult / middle-aged / senior 5. White / Southeast Asian / Middle Eastern,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,9,video\add_new_car_tire\add_new_car_tire_009.jpg,video\add_new_car_tire\add_new_car_tire_009.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
add_new_car_tire,10,video\add_new_car_tire\add_new_car_tire_010.jpg,video\add_new_car_tire\add_new_car_tire_010.jpg,default,1. Number of People: yes / no (Answer: yes) 2. Face Visibility: visible / not visible (Answer: visible) 3. Gender: male / female / other (Answer: male) 4. Age Group: adult / middle-aged / senior (Answer: middle-aged) 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino (Answer: White),yes,visible,male,middle-aged,white
add_new_car_tire,11,video\add_new_car_tire\add_new_car_tire_011.jpg,video\add_new_car_tire\add_new_car_tire_011.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,12,video\add_new_car_tire\add_new_car_tire_012.jpg,video\add_new_car_tire\add_new_car_tire_012.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,13,video\add_new_car_tire\add_new_car_tire_013.jpg,video\add_new_car_tire\add_new_car_tire_013.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,14,video\add_new_car_tire\add_new_car_tire_014.jpg,video\add_new_car_tire\add_new_car_tire_014.jpg,default,1. Yes / No: Yes / No 2. Visible / Not Visible: Visible / Not Visible 3. Male / Female / Other: Male / Female / Other 4. Age Group: Adult / Middle-aged / Senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
add_new_car_tire,15,video\add_new_car_tire\add_new_car_tire_015.jpg,video\add_new_car_tire\add_new_car_tire_015.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
